Index,Product ID,Product Title,Raw Description,Brand,Category,Target Language
133,pryta4WltS,Portable Printer Webcam Fast Go Air,Portable Printer Webcam Fast Go Air by Archer-Pierce is a lightweight; premium; eco-friendly; rechargeable product for customers shopping in Makeup.,"Bass, Blackwell and Lawson",Makeup,Italian
134,NCDrfWsOOh,Wireless Charger Tablet Brush X Clean,"Wireless Charger Tablet Brush X Clean by Myers, Patton and Larson is a eco-friendly; portable; lightweight product for customers shopping in Kids' Clothing.",George Group,Kids' Clothing,Portuguese
135,a1IQOKGnCF,Pro Dock Trimmer Advanced,Pro Dock Trimmer Advanced by Warren-Arias is a portable; waterproof product for customers shopping in Cycling.,Morrison and Sons,Cycling,French
136,qa2T3XhdWO,Portable Microphone Clock,Portable Microphone Clock by Washington LLC is a portable; lightweight; rechargeable; wireless product for customers shopping in Clothing & Apparel.,Welch-Ellis,Clothing & Apparel,Dutch
137,RVBK5XKoiC,Advanced Printer Freezer Digital Clean,Advanced Printer Freezer Digital Clean by Henson and Sons is a premium; waterproof; portable; rechargeable product for customers shopping in Kitchen Appliances.,Nguyen Group,Kitchen Appliances,Spanish
138,EhyaJRAFCr,Eco Mouse Wireless,Eco Mouse Wireless by Sutton-Riley is a eco-friendly; compact product for customers shopping in Bedding & Bath.,Pruitt-Fry,Bedding & Bath,Portuguese
139,xHjIGTi7DC,Heater Thermostat,"Heater Thermostat by Huang, Dodson and Arroyo is a lightweight; wireless product for customers shopping in Beauty & Personal Care.",Bernard Ltd,Beauty & Personal Care,French
140,E90iZElAPb,Smart Stove Vacuum Speaker Automatic Premium,"Smart Stove Vacuum Speaker Automatic Premium by Jones, Case and May is a rechargeable; wireless product for customers shopping in Haircare.",Rush-Newman,Haircare,Spanish
141,2tg6UIlW3R,Portable Kettle Premium,Portable Kettle Premium by Huffman-Wolfe is a waterproof; eco-friendly product for customers shopping in Cycling.,Ellis LLC,Cycling,French
142,uKlAotlb7W,Premium Freezer Mixer Lock Rechargeable Compact Prime,Premium Freezer Mixer Lock Rechargeable Compact Prime by Chambers-Mills is a rechargeable; eco-friendly; lightweight product for customers shopping in Women's Clothing.,"Stout, Caldwell and Velasquez",Women's Clothing,German
143,e2cuc3mTwm,Advanced Trimmer Webcam Heater Air,Advanced Trimmer Webcam Heater Air by Diaz Inc is a lightweight; eco-friendly; premium; waterproof product for customers shopping in Home & Kitchen.,"Lang, Sweeney and Fritz",Home & Kitchen,German
144,enqE4Xh4AV,Heater Radio,Heater Radio by Goodman-Silva is a waterproof; wireless; lightweight product for customers shopping in Office Supplies.,Wolf-Fischer,Office Supplies,Spanish
145,hS94f25Tjd,Digital Shaver Grill,"Digital Shaver Grill by Oconnell, Parks and Abbott is a eco-friendly; waterproof; wireless product for customers shopping in Accessories (Bags, Hats, Belts).",Perkins and Sons,"Accessories (Bags, Hats, Belts)",French
146,cGFk7kx1MZ,Scooter,"Scooter by Chase Group is a compact; wireless; premium; eco-friendly product for customers shopping in Accessories (Bags, Hats, Belts).",Downs PLC,"Accessories (Bags, Hats, Belts)",French
147,FTVCIHmmca,Rechargeable Tablet,Rechargeable Tablet by Henry-Washington is a premium; waterproof; eco-friendly product for customers shopping in Sports & Outdoors.,"Key, Lucas and Owens",Sports & Outdoors,Italian
148,SZrj1XSniH,Advanced Treadmill Prime Max Air,Advanced Treadmill Prime Max Air by Wright LLC is a rechargeable; premium product for customers shopping in Toys & Games.,Hooper-Boone,Toys & Games,French
149,3RjeZjbrnk,Clean Mixer Vacuum,"Clean Mixer Vacuum by Abbott, Gibson and Leon is a lightweight; waterproof product for customers shopping in Cleaning Supplies.",Dodson LLC,Cleaning Supplies,Portuguese
150,2OSYMX4BUk,Portable Mixer Freezer Trimmer Wireless One Clean,Portable Mixer Freezer Trimmer Wireless One Clean by Garner-Berger is a lightweight; rechargeable; wireless; waterproof product for customers shopping in Laptops & Computers.,Hancock-Gonzales,Laptops & Computers,French
151,gZfrZL3SmD,Freezer,Freezer by Pennington Inc is a compact; wireless; premium product for customers shopping in Clothing & Apparel.,Tyler-Goodman,Clothing & Apparel,Dutch
152,9oeTQPirh2,Fast Dock Trimmer 360 Silent Digital,Fast Dock Trimmer 360 Silent Digital by Snow PLC is a rechargeable; waterproof product for customers shopping in Sports & Outdoors.,Alexander Group,Sports & Outdoors,Portuguese
153,8i0K2bb0wq,Fast Keyboard X,Fast Keyboard X by Russell-Sexton is a lightweight; waterproof; compact; rechargeable product for customers shopping in Toys & Games.,Richmond-Savage,Toys & Games,Italian
154,mWkBFvaaKM,Eco Freezer Mixer Lock Pro Premium,"Eco Freezer Mixer Lock Pro Premium by Arroyo, Peck and Miles is a eco-friendly; lightweight; premium product for customers shopping in Smartphones.",Bowers Ltd,Smartphones,German
155,jvtjsrfkkM,Silent Drone,Silent Drone by Caldwell LLC is a rechargeable; portable; lightweight; eco-friendly product for customers shopping in Grooming Tools.,"Parks, Brock and Jordan",Grooming Tools,French
156,Mt3XDqPHBo,Premium Heater Keyboard X,Premium Heater Keyboard X by Harrison-Wood is a compact; rechargeable product for customers shopping in Shoes & Footwear.,Boyer Group,Shoes & Footwear,Spanish
157,LaiYJt7gbc,Fast Microphone Clean,Fast Microphone Clean by Washington and Sons is a premium; wireless; rechargeable; lightweight product for customers shopping in Bedding & Bath.,Noble-Bowers,Bedding & Bath,Spanish
158,Awtn1JzUNg,Digital Headphones Monitor Air Sense,Digital Headphones Monitor Air Sense by Fisher Group is a compact; eco-friendly; lightweight; rechargeable product for customers shopping in Toys & Games.,Horton Group,Toys & Games,Portuguese
159,1mj1ETUvXK,Pro Keyboard Toaster Monitor One,Pro Keyboard Toaster Monitor One by Baxter-Flores is a waterproof; premium; lightweight product for customers shopping in Fishing & Hunting.,Mcintosh-Ochoa,Fishing & Hunting,German
160,sUVQV6WXJe,Mini Router Scanner Smart Fast Premium,Mini Router Scanner Smart Fast Premium by Ramirez-Pineda is a portable; compact; premium; lightweight product for customers shopping in Skincare.,Jennings-West,Skincare,Spanish
161,FYjTpNSlQt,Ultra Brush Scanner Touch Lite Premium,"Ultra Brush Scanner Touch Lite Premium by Kelly, Sloan and Lynn is a premium; eco-friendly; lightweight product for customers shopping in Sports & Outdoors.",Murphy Ltd,Sports & Outdoors,Dutch
162,tOXoHQOrtQ,Digital Mixer Drone Fan Rechargeable Edge,Digital Mixer Drone Fan Rechargeable Edge by Scott-Yu is a waterproof; premium; rechargeable product for customers shopping in Camping & Hiking.,"Meadows, Foster and Rocha",Camping & Hiking,French
163,0CLhcJyYjz,Silent Printer Fan Shaver Rechargeable Ultra Mini,"Silent Printer Fan Shaver Rechargeable Ultra Mini by Church, Hansen and Fields is a wireless; eco-friendly product for customers shopping in Makeup.",Hickman-Choi,Makeup,German
164,pGzKa2X0Iw,Advanced Speakerphone,Advanced Speakerphone by Reyes Group is a compact; waterproof; rechargeable product for customers shopping in Camping & Hiking.,Hudson PLC,Camping & Hiking,Italian
165,3f7VvnZIgj,Eco Scooter Eco Plus,"Eco Scooter Eco Plus by Cunningham, Velasquez and Obrien is a eco-friendly; compact; wireless product for customers shopping in Women's Clothing.",Norman-Trujillo,Women's Clothing,Italian
166,qZSTISmAkm,Dock Freezer Projector,Dock Freezer Projector by Duarte-Farrell is a rechargeable; waterproof; premium; wireless product for customers shopping in Headphones & Earbuds.,Stone-Rowland,Headphones & Earbuds,Portuguese
167,ALZvirhKRd,Speaker Keyboard,"Speaker Keyboard by Davenport, Hoffman and Mercado is a eco-friendly; lightweight; rechargeable; compact product for customers shopping in Shoes & Footwear.",Juarez-Travis,Shoes & Footwear,Portuguese
168,nLk3DfcOYG,Dock Trimmer,Dock Trimmer by Lara Ltd is a lightweight; eco-friendly product for customers shopping in Clothing & Apparel.,"Russo, Matthews and Contreras",Clothing & Apparel,German
169,TfUWIagJjW,Blender Cooker,Blender Cooker by Duran Group is a wireless; eco-friendly; compact; lightweight product for customers shopping in Health & Wellness.,Miller-Wiggins,Health & Wellness,Dutch
170,eonzGt4i81,Router,"Router by Tran, Odonnell and Khan is a eco-friendly; waterproof; premium product for customers shopping in Camping & Hiking.",Mata LLC,Camping & Hiking,French
171,2GwzaH1QBQ,Premium Webcam Dock Heater Automatic,Premium Webcam Dock Heater Automatic by Hickman-Ruiz is a portable; rechargeable; premium; wireless product for customers shopping in Team Sports.,Bryant and Sons,Team Sports,Spanish
172,6zMkuW8qV9,Rechargeable Mixer Eco Clean Clean,"Rechargeable Mixer Eco Clean Clean by Dickerson-Randolph is a rechargeable; portable; compact product for customers shopping in Accessories (Bags, Hats, Belts).",Cooke-Pratt,"Accessories (Bags, Hats, Belts)",Italian
173,mRmj1TAyMg,Advanced Thermostat Trimmer,Advanced Thermostat Trimmer by Fischer-Cantu is a compact; waterproof; rechargeable product for customers shopping in Beauty & Personal Care.,Lowe-Guerra,Beauty & Personal Care,Spanish
174,rU3AZmwoYl,Automatic Webcam Webcam Treadmill Clean Pro,"Automatic Webcam Webcam Treadmill Clean Pro by Goodwin, Wong and Harrell is a waterproof; rechargeable; eco-friendly product for customers shopping in Women's Clothing.","Haley, Valencia and Hutchinson",Women's Clothing,Dutch
175,UqDWAVZAe0,Fan,Fan by Stokes Inc is a waterproof; compact; wireless; premium product for customers shopping in Grooming Tools.,Ho Group,Grooming Tools,Dutch
176,UeQ0zLHD4d,Mouse Heater,Mouse Heater by Fowler LLC is a premium; compact; waterproof; lightweight product for customers shopping in Skincare.,Garner-Pratt,Skincare,Spanish
177,gQRxjjd54O,Pro Grill Mini,Pro Grill Mini by Randall-Sanford is a eco-friendly; rechargeable; lightweight product for customers shopping in Camping & Hiking.,Best-Nash,Camping & Hiking,Portuguese
178,obp7bk3RHG,Ultra Mixer Freezer Trimmer Sense Smart Mini,"Ultra Mixer Freezer Trimmer Sense Smart Mini by Benton, Koch and Cooper is a eco-friendly; wireless product for customers shopping in Books & Stationery.",Brandt-Donovan,Books & Stationery,Italian
179,KBDQq35yvD,Advanced Mixer Freezer Trimmer Silent,Advanced Mixer Freezer Trimmer Silent by Lozano Inc is a eco-friendly; lightweight; rechargeable product for customers shopping in Haircare.,Hess and Sons,Haircare,Spanish
180,M9eRSeKzzg,Fast Heater Portable,"Fast Heater Portable by Davis, Craig and Arias is a compact; rechargeable; wireless product for customers shopping in Furniture.",Sherman-Barron,Furniture,Spanish
181,mOP6CoEQnR,Pro Webcam Cooker Toaster Ultra Prime,Pro Webcam Cooker Toaster Ultra Prime by Graham-Kelley is a eco-friendly; portable product for customers shopping in Headphones & Earbuds.,Conley-Wade,Headphones & Earbuds,French
182,w0ygrC4lsO,Toaster,Toaster by Krueger-Hurley is a premium; portable product for customers shopping in Office Supplies.,Anthony LLC,Office Supplies,French
183,quAQ5pYSz7,Automatic Grill Grill Scale Wireless,Automatic Grill Grill Scale Wireless by Clay-Camacho is a portable; rechargeable; premium; waterproof product for customers shopping in Books & Stationery.,Estes-Levine,Books & Stationery,Dutch
184,aBspmwTggR,Radio,"Radio by Holmes, Irwin and Rich is a premium; wireless; compact; portable product for customers shopping in Fishing & Hunting.","Carr, Dodson and Boone",Fishing & Hunting,Italian
185,n36fbWXPcd,Clean Lock Touch Clean Fast,Clean Lock Touch Clean Fast by Fletcher-Buchanan is a premium; eco-friendly product for customers shopping in Cycling.,Boyer Group,Cycling,Spanish
186,iYmsGb5xBT,Advanced Webcam Trimmer Projector Advanced Smart,"Advanced Webcam Trimmer Projector Advanced Smart by Weber, Bates and Wolfe is a eco-friendly; wireless; portable; waterproof product for customers shopping in Home & Kitchen.","Cox, Mcdaniel and Callahan",Home & Kitchen,Spanish
187,eXjGQrFSXb,Advanced Freezer Go Smart Silent,Advanced Freezer Go Smart Silent by Watts-Maynard is a lightweight; rechargeable; premium product for customers shopping in Camping & Hiking.,Terry-Oconnor,Camping & Hiking,French
188,rU9o1YBnUL,Ultra Lock Camera Rechargeable,"Ultra Lock Camera Rechargeable by Schneider, Hodge and Duncan is a waterproof; compact; portable product for customers shopping in Shoes & Footwear.","Beard, Mccullough and Salazar",Shoes & Footwear,French
189,nlHhImh4RK,Compact Fan Lamp,"Compact Fan Lamp by Huerta, Escobar and Lester is a waterproof; premium; compact; eco-friendly product for customers shopping in Team Sports.",Nguyen-Warren,Team Sports,Portuguese
190,s48FDsCAyF,Digital Watch Thermostat Advanced,Digital Watch Thermostat Advanced by Velazquez Inc is a premium; portable; lightweight product for customers shopping in Home Decor.,Haley and Sons,Home Decor,Spanish
191,N1Uk8oJ2FY,Lock Camera,"Lock Camera by Griffith, Ramirez and Wright is a wireless; premium; portable; waterproof product for customers shopping in Office Supplies.",Hickman-Bullock,Office Supplies,Spanish
192,qyYwvgy203,Ultra Mouse Mouse Router,Ultra Mouse Mouse Router by Hood Ltd is a premium; lightweight; eco-friendly product for customers shopping in Beauty & Personal Care.,Villegas Ltd,Beauty & Personal Care,French
193,jfGoGZFjpZ,Silent Heater Automatic,Silent Heater Automatic by Rush-Spence is a compact; premium product for customers shopping in Cycling.,"Matthews, Johns and Haynes",Cycling,French
194,vg6n3x1CQg,Smart Lamp Lamp Kettle One Edge Wireless,"Smart Lamp Lamp Kettle One Edge Wireless by Gates, Ruiz and Summers is a waterproof; lightweight; rechargeable product for customers shopping in Health & Wellness.",Hanna Ltd,Health & Wellness,Dutch
195,ctjO1ZEQ5d,Fast Projector Brush,Fast Projector Brush by Schneider-Fisher is a portable; compact; wireless product for customers shopping in Books & Stationery.,Fletcher PLC,Books & Stationery,Italian
196,zbPtDtVl1Y,Automatic Scooter Microphone Automatic Automatic Advanced,Automatic Scooter Microphone Automatic Automatic Advanced by Chen-Contreras is a lightweight; rechargeable product for customers shopping in Smartphones.,Logan-Cervantes,Smartphones,German
197,rGkPVpLKMO,Fan,"Fan by Bruce, Vazquez and Lozano is a portable; compact; rechargeable product for customers shopping in Cameras & Accessories.",Ramirez-Stark,Cameras & Accessories,Italian
198,AkIOIPfGUW,Fast Thermostat Printer Mini Advanced Go,Fast Thermostat Printer Mini Advanced Go by Atkinson Group is a portable; compact; lightweight; waterproof product for customers shopping in Shoes & Footwear.,Dawson-Castaneda,Shoes & Footwear,French
199,pAUjZtBr1M,Portable Scale Toaster Silent Eco,Portable Scale Toaster Silent Eco by Mcknight Inc is a wireless; portable; waterproof; rechargeable product for customers shopping in Laptops & Computers.,Mejia-Zavala,Laptops & Computers,Dutch
200,SH6vmNWhvL,Smart Camera Fast Go Lite,Smart Camera Fast Go Lite by Thomas Inc is a premium; waterproof; portable; rechargeable product for customers shopping in Smartphones.,"Everett, Avery and Simon",Smartphones,German
201,VhJ8JH2prR,Wireless Tablet,Wireless Tablet by Snyder LLC is a portable; lightweight; premium product for customers shopping in Cycling.,"Myers, Huber and Weaver",Cycling,Italian
202,t1fy3ejTKI,Silent Powerbank Router Go Premium,"Silent Powerbank Router Go Premium by Mann, Roach and Petersen is a waterproof; lightweight product for customers shopping in Kids' Clothing.",Kaiser Ltd,Kids' Clothing,French
203,fCyk5GkNsC,Smart Speakerphone Air Go,Smart Speakerphone Air Go by Aguirre PLC is a rechargeable; eco-friendly product for customers shopping in Office Supplies.,Charles-Zamora,Office Supplies,Spanish
204,DqaCe61GZ4,Silent Fan Drone Monitor Advanced,Silent Fan Drone Monitor Advanced by Bullock-Fowler is a eco-friendly; portable; rechargeable product for customers shopping in Sports & Outdoors.,Sparks Inc,Sports & Outdoors,Dutch
205,zEDMwumYVd,Eco Projector Clean Silent,Eco Projector Clean Silent by Johnson PLC is a wireless; eco-friendly product for customers shopping in Camping & Hiking.,Walters LLC,Camping & Hiking,French
